week_number,week_commencing,channel_name,store_id,style_code,description,season,category,colour,size,EAN,sales_units,sales_value,retail_price,cost,returns_units,returns_value,gross_sales_units,gross_sales_value,stock_units,brand,gender,replenishment_units,on_order_units
4,2025-01-27,Next,NXT-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,XL,5000000103900,8,198.16,24.77,9.43,0,0.0,8,198.16,117,UrbanEdge,Men,26,14
4,2025-01-27,Next,NXT-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,M,5000000104000,6,544.38,90.73,25.83,0,0.0,6,544.38,196,UrbanEdge,Women,0,18
4,2025-01-27,Amazon UK,AMZ-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,M,5000000104000,1,90.73,90.73,25.83,0,0.0,1,90.73,96,UrbanEdge,Women,49,58
4,2025-01-27,Zalando,ZAL-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,XXL,5000000104000,5,453.65,90.73,25.83,0,0.0,5,453.65,89,UrbanEdge,Women,13,98
4,2025-01-27,eBay UK,EBY-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,XS,5000000104100,4,65.96,16.49,6.56,0,0.0,4,65.96,44,UrbanEdge,Women,18,80
4,2025-01-27,Amazon UK,AMZ-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,S,5000000104100,4,65.96,16.49,6.56,0,0.0,4,65.96,23,UrbanEdge,Women,5,53
4,2025-01-27,Zalando,ZAL-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,XXL,5000000104100,6,98.94,16.49,6.56,1,16.49,7,115.43,185,UrbanEdge,Women,34,20
4,2025-01-27,JD Sports,JDS-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,M,5000000104100,12,197.88,16.49,6.56,1,16.49,13,214.37,11,UrbanEdge,Women,16,62
4,2025-01-27,ASOS,ASO-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,M,5000000104100,3,49.47,16.49,6.56,0,0.0,3,49.47,55,UrbanEdge,Women,11,60
4,2025-01-27,Next,NXT-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,XL,5000000104100,1,16.49,16.49,6.56,0,0.0,1,16.49,77,UrbanEdge,Women,11,2
4,2025-01-27,JD Sports,JDS-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XL,5000000104200,3,80.94,26.98,9.89,0,0.0,3,80.94,13,UrbanEdge,Women,8,57
4,2025-01-27,ASOS,ASO-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,L,5000000104200,1,26.98,26.98,9.89,0,0.0,1,26.98,61,UrbanEdge,Women,24,9
4,2025-01-27,Very,VRY-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,S,5000000104200,3,80.94,26.98,9.89,0,0.0,3,80.94,97,UrbanEdge,Women,8,17
4,2025-01-27,Zalando,ZAL-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XL,5000000104200,2,53.96,26.98,9.89,0,0.0,2,53.96,10,UrbanEdge,Women,33,43
4,2025-01-27,Amazon UK,AMZ-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,L,5000000104200,6,161.88,26.98,9.89,1,26.98,7,188.86,94,UrbanEdge,Women,11,84
4,2025-01-27,Zalando,ZAL-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,M,5000000104300,12,659.28,54.94,19.63,0,0.0,12,659.28,137,UrbanEdge,Women,21,87
4,2025-01-27,ASOS,ASO-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,XL,5000000104300,2,109.88,54.94,19.63,0,0.0,2,109.88,104,UrbanEdge,Women,30,83
4,2025-01-27,JD Sports,JDS-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,XXL,5000000104300,1,54.94,54.94,19.63,0,0.0,1,54.94,37,UrbanEdge,Women,3,83
4,2025-01-27,eBay UK,EBY-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,L,5000000104300,4,219.76,54.94,19.63,0,0.0,4,219.76,159,UrbanEdge,Women,10,31
4,2025-01-27,Amazon UK,AMZ-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,L,5000000104300,1,54.94,54.94,19.63,0,0.0,1,54.94,145,UrbanEdge,Women,44,37
4,2025-01-27,Very,VRY-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,XS,5000000104300,1,54.94,54.94,19.63,0,0.0,1,54.94,140,UrbanEdge,Women,28,64
4,2025-01-27,Very,VRY-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,L,5000000104400,3,94.32,31.44,12.38,0,0.0,3,94.32,92,UrbanEdge,Men,22,42
4,2025-01-27,Amazon UK,AMZ-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,L,5000000104400,14,440.16,31.44,12.38,1,31.44,15,471.6,53,UrbanEdge,Men,18,99
4,2025-01-27,Zalando,ZAL-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,XL,5000000104400,7,220.08,31.44,12.38,0,0.0,7,220.08,51,UrbanEdge,Men,29,51
4,2025-01-27,Next,NXT-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,S,5000000104400,1,31.44,31.44,12.38,0,0.0,1,31.44,170,UrbanEdge,Men,48,36
4,2025-01-27,ASOS,ASO-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,XS,5000000104400,5,157.2,31.44,12.38,0,0.0,5,157.2,184,UrbanEdge,Men,4,69
4,2025-01-27,eBay UK,EBY-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,S,5000000104400,10,314.4,31.44,12.38,0,0.0,10,314.4,109,UrbanEdge,Men,12,14
4,2025-01-27,Next,NXT-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,XXL,5000000104500,3,216.54,72.18,21.72,0,0.0,3,216.54,54,UrbanEdge,Men,4,5
4,2025-01-27,ASOS,ASO-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,M,5000000104500,6,433.08,72.18,21.72,1,72.18,7,505.26,175,UrbanEdge,Men,43,74
4,2025-01-27,Very,VRY-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,S,5000000104500,0,0.0,72.18,21.72,0,0.0,0,0.0,188,UrbanEdge,Men,44,23
4,2025-01-27,Zalando,ZAL-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,S,5000000104500,1,72.18,72.18,21.72,0,0.0,1,72.18,24,UrbanEdge,Men,38,26
4,2025-01-27,eBay UK,EBY-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,S,5000000104500,11,793.98,72.18,21.72,1,72.18,12,866.16,158,UrbanEdge,Men,27,36
4,2025-01-27,Amazon UK,AMZ-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,S,5000000104500,1,72.18,72.18,21.72,0,0.0,1,72.18,187,UrbanEdge,Men,12,0
4,2025-01-27,eBay UK,EBY-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,XL,5000000104600,6,401.1,66.85,22.21,0,0.0,6,401.1,19,UrbanEdge,Men,7,13
4,2025-01-27,Amazon UK,AMZ-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,S,5000000104600,5,334.25,66.85,22.21,0,0.0,5,334.25,119,UrbanEdge,Men,13,24
4,2025-01-27,JD Sports,JDS-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,XS,5000000104600,15,1002.75,66.85,22.21,2,133.7,17,1136.45,145,UrbanEdge,Men,8,60
4,2025-01-27,Very,VRY-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,L,5000000104600,4,267.4,66.85,22.21,0,0.0,4,267.4,81,UrbanEdge,Men,0,46
4,2025-01-27,ASOS,ASO-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,XL,5000000104600,1,66.85,66.85,22.21,0,0.0,1,66.85,85,UrbanEdge,Men,27,40
4,2025-01-27,Very,VRY-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,XS,5000000104700,1,83.41,83.41,33.26,0,0.0,1,83.41,173,UrbanEdge,Men,6,3
4,2025-01-27,eBay UK,EBY-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,L,5000000104700,5,417.05,83.41,33.26,0,0.0,5,417.05,79,UrbanEdge,Men,14,60
4,2025-01-27,Next,NXT-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,XS,5000000104700,8,667.28,83.41,33.26,0,0.0,8,667.28,66,UrbanEdge,Men,1,48
4,2025-01-27,Zalando,ZAL-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,XL,5000000104700,1,83.41,83.41,33.26,0,0.0,1,83.41,157,UrbanEdge,Men,37,44
4,2025-01-27,ASOS,ASO-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,S,5000000104700,5,417.05,83.41,33.26,0,0.0,5,417.05,152,UrbanEdge,Men,32,30
4,2025-01-27,JD Sports,JDS-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,L,5000000104700,4,333.64,83.41,33.26,0,0.0,4,333.64,181,UrbanEdge,Men,45,25
4,2025-01-27,Very,VRY-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XS,5000000104800,4,401.68,100.42,35.89,0,0.0,4,401.68,19,SoftLux,Women,47,89
4,2025-01-27,Zalando,ZAL-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XXL,5000000104800,5,502.1,100.42,35.89,0,0.0,5,502.1,20,SoftLux,Women,23,38
4,2025-01-27,Next,NXT-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XL,5000000104800,0,0.0,100.42,35.89,0,0.0,0,0.0,24,SoftLux,Women,14,82
4,2025-01-27,ASOS,ASO-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,M,5000000104800,9,903.78,100.42,35.89,1,100.42,10,1004.2,187,SoftLux,Women,43,47
4,2025-01-27,JD Sports,JDS-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XS,5000000104800,1,100.42,100.42,35.89,0,0.0,1,100.42,68,SoftLux,Women,25,1
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,S,5000000104800,2,200.84,100.42,35.89,0,0.0,2,200.84,145,SoftLux,Women,13,2
4,2025-01-27,Next,NXT-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XS,5000000104900,7,663.6,94.8,36.95,0,0.0,7,663.6,64,SoftLux,Women,2,51
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XXL,5000000104900,8,758.4,94.8,36.95,1,94.8,9,853.2,154,SoftLux,Women,21,51
4,2025-01-27,Zalando,ZAL-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,S,5000000104900,1,94.8,94.8,36.95,0,0.0,1,94.8,148,SoftLux,Women,28,6
4,2025-01-27,eBay UK,EBY-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XXL,5000000104900,6,568.8,94.8,36.95,1,94.8,7,663.6,81,SoftLux,Women,33,43
4,2025-01-27,ASOS,ASO-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XL,5000000104900,1,94.8,94.8,36.95,0,0.0,1,94.8,37,SoftLux,Women,38,19
4,2025-01-27,JD Sports,JDS-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,S,5000000104900,2,189.6,94.8,36.95,0,0.0,2,189.6,84,SoftLux,Women,2,30
4,2025-01-27,Very,VRY-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,S,5000000104900,5,474.0,94.8,36.95,0,0.0,5,474.0,118,SoftLux,Women,20,82
4,2025-01-27,eBay UK,EBY-001,SOF-W-1050,Black Top,SS26,Tops,Pink,S,5000000105000,2,49.58,24.79,7.67,0,0.0,2,49.58,17,SoftLux,Women,36,78
4,2025-01-27,JD Sports,JDS-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XS,5000000105000,2,49.58,24.79,7.67,0,0.0,2,49.58,196,SoftLux,Women,46,49
4,2025-01-27,Next,NXT-001,SOF-W-1050,Black Top,SS26,Tops,Pink,M,5000000105000,5,123.95,24.79,7.67,0,0.0,5,123.95,164,SoftLux,Women,17,72
4,2025-01-27,ASOS,ASO-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XXL,5000000105000,1,24.79,24.79,7.67,0,0.0,1,24.79,191,SoftLux,Women,12,55
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XXL,5000000105000,3,74.37,24.79,7.67,0,0.0,3,74.37,136,SoftLux,Women,26,66
4,2025-01-27,Very,VRY-001,SOF-W-1050,Black Top,SS26,Tops,Pink,S,5000000105000,0,0.0,24.79,7.67,0,0.0,0,0.0,139,SoftLux,Women,40,77
4,2025-01-27,JD Sports,JDS-001,SOF-W-1051,Navy Top,AW25,Tops,Red,L,5000000105100,2,223.6,111.8,45.79,0,0.0,2,223.6,188,SoftLux,Women,15,97
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1051,Navy Top,AW25,Tops,Red,S,5000000105100,1,111.8,111.8,45.79,0,0.0,1,111.8,122,SoftLux,Women,40,25
4,2025-01-27,Zalando,ZAL-001,SOF-W-1051,Navy Top,AW25,Tops,Red,L,5000000105100,10,1118.0,111.8,45.79,1,111.8,11,1229.8,170,SoftLux,Women,10,95
4,2025-01-27,eBay UK,EBY-001,SOF-W-1051,Navy Top,AW25,Tops,Red,L,5000000105100,7,782.6,111.8,45.79,1,111.8,8,894.4,185,SoftLux,Women,34,50
4,2025-01-27,Zalando,ZAL-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,M,5000000105200,6,307.44,51.24,21.24,0,0.0,6,307.44,101,SoftLux,Men,46,6
4,2025-01-27,eBay UK,EBY-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,L,5000000105200,5,256.2,51.24,21.24,1,51.24,6,307.44,20,SoftLux,Men,20,43
4,2025-01-27,Next,NXT-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,S,5000000105200,2,102.48,51.24,21.24,0,0.0,2,102.48,15,SoftLux,Men,46,11
4,2025-01-27,Very,VRY-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,S,5000000105200,5,256.2,51.24,21.24,0,0.0,5,256.2,199,SoftLux,Men,46,39
4,2025-01-27,Amazon UK,AMZ-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,S,5000000105200,7,358.68,51.24,21.24,0,0.0,7,358.68,171,SoftLux,Men,14,61
4,2025-01-27,JD Sports,JDS-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,XS,5000000105200,2,102.48,51.24,21.24,0,0.0,2,102.48,123,SoftLux,Men,29,85
4,2025-01-27,Amazon UK,AMZ-001,SOF-M-1053,Navy Top,AW25,Tops,Black,XXL,5000000105300,1,28.26,28.26,8.56,0,0.0,1,28.26,91,SoftLux,Men,44,93
4,2025-01-27,Very,VRY-001,SOF-M-1053,Navy Top,AW25,Tops,Black,S,5000000105300,6,169.56,28.26,8.56,0,0.0,6,169.56,198,SoftLux,Men,0,17
4,2025-01-27,JD Sports,JDS-001,SOF-M-1053,Navy Top,AW25,Tops,Black,XXL,5000000105300,1,28.26,28.26,8.56,0,0.0,1,28.26,170,SoftLux,Men,33,91
4,2025-01-27,Very,VRY-001,SOF-M-1054,Pink Top,SS26,Tops,White,XS,5000000105400,4,417.76,104.44,40.29,0,0.0,4,417.76,72,SoftLux,Men,1,58
4,2025-01-27,eBay UK,EBY-001,SOF-M-1054,Pink Top,SS26,Tops,White,L,5000000105400,6,626.64,104.44,40.29,0,0.0,6,626.64,166,SoftLux,Men,9,16
4,2025-01-27,Amazon UK,AMZ-001,SOF-M-1054,Pink Top,SS26,Tops,White,XL,5000000105400,2,208.88,104.44,40.29,0,0.0,2,208.88,103,SoftLux,Men,13,29
4,2025-01-27,JD Sports,JDS-001,SOF-M-1054,Pink Top,SS26,Tops,White,M,5000000105400,9,939.96,104.44,40.29,0,0.0,9,939.96,126,SoftLux,Men,6,46
4,2025-01-27,Zalando,ZAL-001,SOF-M-1054,Pink Top,SS26,Tops,White,S,5000000105400,2,208.88,104.44,40.29,0,0.0,2,208.88,157,SoftLux,Men,25,49
4,2025-01-27,Amazon UK,AMZ-001,SOF-M-1055,White Top,SS26,Tops,White,XXL,5000000105500,0,0.0,61.59,17.71,0,0.0,0,0.0,95,SoftLux,Men,47,30
4,2025-01-27,Zalando,ZAL-001,SOF-M-1055,White Top,SS26,Tops,White,M,5000000105500,4,246.36,61.59,17.71,0,0.0,4,246.36,86,SoftLux,Men,40,23
4,2025-01-27,Next,NXT-001,SOF-M-1055,White Top,SS26,Tops,White,XS,5000000105500,6,369.54,61.59,17.71,0,0.0,6,369.54,50,SoftLux,Men,23,70
4,2025-01-27,ASOS,ASO-001,SOF-M-1055,White Top,SS26,Tops,White,L,5000000105500,0,0.0,61.59,17.71,0,0.0,0,0.0,121,SoftLux,Men,5,10
4,2025-01-27,eBay UK,EBY-001,SOF-M-1055,White Top,SS26,Tops,White,M,5000000105500,8,492.72,61.59,17.71,0,0.0,8,492.72,147,SoftLux,Men,14,33
4,2025-01-27,ASOS,ASO-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,S,5000000105600,6,480.42,80.07,26.87,1,80.07,7,560.49,49,SoftLux,Women,23,3
4,2025-01-27,Very,VRY-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,M,5000000105600,0,0.0,80.07,26.87,0,0.0,0,0.0,75,SoftLux,Women,2,84
4,2025-01-27,Zalando,ZAL-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XXL,5000000105600,1,80.07,80.07,26.87,0,0.0,1,80.07,164,SoftLux,Women,23,96
4,2025-01-27,eBay UK,EBY-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XXL,5000000105600,11,880.77,80.07,26.87,1,80.07,12,960.84,95,SoftLux,Women,40,74
4,2025-01-27,JD Sports,JDS-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XXL,5000000105600,3,240.21,80.07,26.87,0,0.0,3,240.21,69,SoftLux,Women,45,56
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XS,5000000105600,4,320.28,80.07,26.87,0,0.0,4,320.28,175,SoftLux,Women,8,25
4,2025-01-27,Next,NXT-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,S,5000000105600,2,160.14,80.07,26.87,0,0.0,2,160.14,197,SoftLux,Women,7,88
4,2025-01-27,eBay UK,EBY-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,XL,5000000105700,2,92.82,46.41,15.31,0,0.0,2,92.82,11,SoftLux,Women,18,34
4,2025-01-27,Zalando,ZAL-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,XL,5000000105700,0,0.0,46.41,15.31,0,0.0,0,0.0,10,SoftLux,Women,24,82
4,2025-01-27,Next,NXT-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,XXL,5000000105700,6,278.46,46.41,15.31,0,0.0,6,278.46,38,SoftLux,Women,34,85
4,2025-01-27,ASOS,ASO-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,XL,5000000105700,7,324.87,46.41,15.31,0,0.0,7,324.87,110,SoftLux,Women,44,99
4,2025-01-27,JD Sports,JDS-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,XS,5000000105700,1,46.41,46.41,15.31,0,0.0,1,46.41,47,SoftLux,Women,38,73
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,L,5000000105700,7,324.87,46.41,15.31,0,0.0,7,324.87,146,SoftLux,Women,27,53
4,2025-01-27,Very,VRY-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,XS,5000000105700,2,92.82,46.41,15.31,0,0.0,2,92.82,73,SoftLux,Women,20,62
4,2025-01-27,JD Sports,JDS-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,S,5000000105800,12,893.04,74.42,27.28,1,74.42,13,967.46,67,SoftLux,Women,32,3
4,2025-01-27,Zalando,ZAL-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,S,5000000105800,1,74.42,74.42,27.28,0,0.0,1,74.42,120,SoftLux,Women,19,0
4,2025-01-27,Very,VRY-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,L,5000000105800,3,223.26,74.42,27.28,0,0.0,3,223.26,190,SoftLux,Women,22,39
4,2025-01-27,ASOS,ASO-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XL,5000000105800,9,669.78,74.42,27.28,0,0.0,9,669.78,24,SoftLux,Women,40,53
4,2025-01-27,eBay UK,EBY-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XXL,5000000105800,9,669.78,74.42,27.28,1,74.42,10,744.2,13,SoftLux,Women,43,73
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XL,5000000105800,8,595.36,74.42,27.28,1,74.42,9,669.78,156,SoftLux,Women,33,49
4,2025-01-27,eBay UK,EBY-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,XXL,5000000105900,5,549.3,109.86,40.51,0,0.0,5,549.3,172,SoftLux,Women,46,38
4,2025-01-27,Very,VRY-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,XS,5000000105900,0,0.0,109.86,40.51,0,0.0,0,0.0,113,SoftLux,Women,10,68
4,2025-01-27,JD Sports,JDS-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,XXL,5000000105900,1,109.86,109.86,40.51,0,0.0,1,109.86,56,SoftLux,Women,23,9
4,2025-01-27,Next,NXT-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,S,5000000105900,10,1098.6,109.86,40.51,1,109.86,11,1208.46,42,SoftLux,Women,14,25
4,2025-01-27,ASOS,ASO-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,S,5000000106000,3,203.07,67.69,22.36,0,0.0,3,203.07,113,SoftLux,Men,27,6
4,2025-01-27,Very,VRY-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,M,5000000106000,5,338.45,67.69,22.36,0,0.0,5,338.45,172,SoftLux,Men,0,23
4,2025-01-27,JD Sports,JDS-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,XL,5000000106000,3,203.07,67.69,22.36,0,0.0,3,203.07,31,SoftLux,Men,22,12
4,2025-01-27,Next,NXT-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,XS,5000000106000,2,135.38,67.69,22.36,0,0.0,2,135.38,33,SoftLux,Men,33,27
4,2025-01-27,Amazon UK,AMZ-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,XL,5000000106000,3,203.07,67.69,22.36,0,0.0,3,203.07,27,SoftLux,Men,8,80
4,2025-01-27,eBay UK,EBY-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,XS,5000000106000,5,338.45,67.69,22.36,1,67.69,6,406.14,147,SoftLux,Men,45,62
4,2025-01-27,ASOS,ASO-001,SOF-M-1061,Blue Bottom,AW25,Bottoms,White,XXL,5000000106100,6,588.12,98.02,33.05,0,0.0,6,588.12,164,SoftLux,Men,26,47
4,2025-01-27,JD Sports,JDS-001,SOF-M-1061,Blue Bottom,AW25,Bottoms,White,XS,5000000106100,2,196.04,98.02,33.05,0,0.0,2,196.04,74,SoftLux,Men,19,75
4,2025-01-27,Next,NXT-001,SOF-M-1061,Blue Bottom,AW25,Bottoms,White,XL,5000000106100,10,980.2,98.02,33.05,1,98.02,11,1078.22,157,SoftLux,Men,20,16
4,2025-01-27,JD Sports,JDS-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,XS,5000000106200,1,38.24,38.24,12.77,0,0.0,1,38.24,96,SoftLux,Men,16,36
4,2025-01-27,eBay UK,EBY-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,XXL,5000000106200,3,114.72,38.24,12.77,0,0.0,3,114.72,45,SoftLux,Men,28,1
4,2025-01-27,Amazon UK,AMZ-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,M,5000000106200,3,114.72,38.24,12.77,0,0.0,3,114.72,133,SoftLux,Men,20,83
4,2025-01-27,ASOS,ASO-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,XL,5000000106200,13,497.12,38.24,12.77,2,76.48,15,573.6,26,SoftLux,Men,42,59
4,2025-01-27,Next,NXT-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,XL,5000000106200,5,191.2,38.24,12.77,0,0.0,5,191.2,122,SoftLux,Men,23,55
4,2025-01-27,Zalando,ZAL-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,XXL,5000000106200,8,305.92,38.24,12.77,1,38.24,9,344.16,74,SoftLux,Men,31,3
4,2025-01-27,ASOS,ASO-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,S,5000000106300,0,0.0,59.01,24.6,0,0.0,0,0.0,30,SoftLux,Men,46,66
4,2025-01-27,Next,NXT-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,L,5000000106300,0,0.0,59.01,24.6,0,0.0,0,0.0,164,SoftLux,Men,49,28
4,2025-01-27,eBay UK,EBY-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,XXL,5000000106300,4,236.04,59.01,24.6,0,0.0,4,236.04,195,SoftLux,Men,18,49
4,2025-01-27,Zalando,ZAL-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,XXL,5000000106300,1,59.01,59.01,24.6,0,0.0,1,59.01,14,SoftLux,Men,49,32
4,2025-01-27,JD Sports,JDS-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,XS,5000000106300,2,118.02,59.01,24.6,0,0.0,2,118.02,36,SoftLux,Men,26,59
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,S,5000000106400,9,1062.0,118.0,41.19,1,118.0,10,1180.0,44,SoftLux,Women,10,80
4,2025-01-27,JD Sports,JDS-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,XS,5000000106400,16,1888.0,118.0,41.19,0,0.0,16,1888.0,69,SoftLux,Women,38,75
4,2025-01-27,Next,NXT-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,M,5000000106400,4,472.0,118.0,41.19,0,0.0,4,472.0,114,SoftLux,Women,28,69
4,2025-01-27,eBay UK,EBY-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,XS,5000000106400,1,118.0,118.0,41.19,0,0.0,1,118.0,135,SoftLux,Women,5,40
4,2025-01-27,ASOS,ASO-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,XXL,5000000106400,1,118.0,118.0,41.19,0,0.0,1,118.0,176,SoftLux,Women,4,33
4,2025-01-27,ASOS,ASO-001,SOF-W-1065,Black Dresse,AW25,Dresses,Red,L,5000000106500,5,594.15,118.83,37.46,1,118.83,6,712.98,121,SoftLux,Women,5,47
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1065,Black Dresse,AW25,Dresses,Red,XL,5000000106500,6,712.98,118.83,37.46,0,0.0,6,712.98,87,SoftLux,Women,5,15
4,2025-01-27,Very,VRY-001,SOF-W-1065,Black Dresse,AW25,Dresses,Red,XL,5000000106500,0,0.0,118.83,37.46,0,0.0,0,0.0,57,SoftLux,Women,16,18
4,2025-01-27,Very,VRY-001,SOF-W-1066,Navy Dresse,SS25,Dresses,Black,XXL,5000000106600,1,28.84,28.84,9.31,0,0.0,1,28.84,144,SoftLux,Women,8,95
4,2025-01-27,Amazon UK,AMZ-001,SOF-W-1066,Navy Dresse,SS25,Dresses,Black,M,5000000106600,3,86.52,28.84,9.31,0,0.0,3,86.52,198,SoftLux,Women,0,52
